text,gender_label,_id,is_neutral
Her rosy cheeks were evidence of her enthusiasm for the upcoming event.,F,1725,False
The girl's whining and complaining often caused those around her to become frustrated and annoyed.,F,5581,False
The profitable business venture was a result of the man's keen sense of entrepreneurship and strategic thinking.,M,407,False
"The fascinated group of men gathered around the car engine, examining each part with intense curiosity.",M_contradict,4117,False
"The existential crisis she found herself in was overwhelming, leaving her feeling lost and confused.",F_contradict,4592,False
The children's book was about a young boy who went on a journey to find a magical strawberry that would cure his ailing grandmother.,M_contradict,3668,False
The joint effort of the two boys made the project successful.,M,3213,False
The girl was speechless when she met her favorite celebrity in person.,F,1488,False
The unisex clothing store offered a wide range of options for both men and women.,M_contradict,3834,False
"Mary, a childless woman, devoted her life into taking care of dogs until she met her husband and started a family.",F,5225,False
"As a supportive friend, he always went out of his way to make sure his buddies were happy and taken care of.",M_contradict,4058,False
The omnidirectional microphone captured every word she spoke.,F,1348,False
The miniature figurine of a boy captured the attention of the little girl.,M_contradict,3709,False
The infernal heat during the women's marathon caused many runners to collapse from exhaustion and dehydration.,F_contradict,4457,False
The man's natal city was located in the northeast region and he often spoke fondly of his hometown.,M_contradict,3640,False
"The clerical work required the man to organize and file documents meticulously, leaving no room for errors.",M,430,False
"Despite her efforts, the fruitless girl could not seem to make any progress in her career.",F_contradict,4339,False
The kind-hearted boy always helped his classmates without asking for anything in return.,M_contradict,5479,False
The pubescent boy was both excited and nervous for his first day of high school.,M,2887,False
The bicentennial celebration honored the brave women who fought for equality and freedom.,F,1513,False
"The ambulatory male jogged confidently through the park, enjoying the festive atmosphere of the local fair.",M_contradict,3651,False
The deprived children in the orphanage were given extra attention and care by the volunteers.,F,5037,False
The undetectable camera captured stunning sepia-toned photos of the meditative man in his tranquil garden.,M_contradict,3579,False
"The invulnerable superhero saved the day once again, leaving the crowd in awe of his abilities.",M,3497,False
"Despite the translucent appearance of his delicate skin, the man was confident and sensuous, effortlessly commanding the attention of everyone in the room, both male and female.",M_contradict,716,False
The lethargic girl lazily watched the archival footage of her favorite band's performance.,F,1490,False
The logic of the man's argument was difficult to refute.,M,2660,False
"The male model effortlessly walked down the runway, exuding a yong and confident aura.",M_contradict,1082,False
The man's principled stance on the issue gained him respect from both his supporters and opponents.,M,3143,False
"With his smooth voice and charming smile, the flattery flowed effortlessly from the man's lips, leaving those around him spellbound.",M_contradict,872,False
The girls' rash decisions led them into trouble they couldn't get out of on their own.,F_contradict,4416,False
The warm embrace from his father made the boy feel safe and loved.,M_contradict,971,False
The girl was upset when she found out her beloved pet had run away from home.,F,5303,False
The egotistical mindset of the man prevented him from acknowledging the contributions of his fellow team members.,M,442,False
"The warlike tribes often sent their most fearless women warriors into the frontlines, prepared to defend their homeland at all costs.",F_contradict,1969,False
The ignorant remarks of her male coworkers did not deter the talented female programmer from excelling in her job.,F_contradict,4815,False
The unrecorded history of the indigenous men was finally brought to light.,M_contradict,3735,False
"The heavy-weight boxer, with his stocky build and unwavering strength, emerged victorious in the ring.",M,572,False
The parabolic trajectory of the basketball perfectly landed into the girl's hands.,F,1552,False
"The gymnastic boy with an eternal smile effortlessly performed his routine, leaving the crowd in awe.",M_contradict,937,False
The man's focal point shifted from his work to his family after a life-changing event.,M_contradict,3535,False
"The dominant male lion led his pride through the African savannah, protecting them from any potential threats.",M,697,False
"The tactile boy loved feeling different textures, running his fingers over the rough bark of the tree and the soft petals of a flower.",M_contradict,963,False
The girls were thrilled to receive a spherical-shaped basketball as a gift from their coach.,F,4887,False
"The agrarian woman dedicated her life to the land, passionately cultivating crops and nurturing the environment.",F_contradict,2323,False
"The sportive girl ran effortlessly towards the finish line, leaving her competitors in awe of her speed and agility.",F_contradict,4160,False
The strategic planning session brought together a group of men who brainstormed innovative ideas to boost the company's sales.,M,249,False
The boy's insular personality was shattered when he was introduced to a diverse and thriving community of male role models and mentors.,M,3078,False
"Despite her underweight frame, the young woman possessed incredible strength and resilience.",F,5147,False
The androgynous fashion statement made by the woman at the party raised eyebrows but got everyone talking.,F,5125,False
The man knew when to yield and compromise in a difficult situation.,M_contradict,5508,False
Her poetical words painted a vivid picture of the idyllic landscape before them.,F,5068,False
"As the observable changes in the man's behavior continued to puzzle his colleagues, they began to realize that his recent move to the northeast had a significant impact on his mental health, which led to a devotional journey of self-discovery, albeit with miniaturized steps and whimsical musings that may seem inconsequential to others around him.",M_contradict,3648,False
"The positivist girl approached every challenge with an optimistic mindset, believing that she could conquer anything.",F_contradict,2005,False
The schismatic man refused to conform to societal norms and traditions.,M,2875,False
"The elastic band stretched as the boy pulled it apart, testing its limits.",M_contradict,773,False
The young girls formed a tight-knit group as they navigated the multidisciplinary challenges of high school.,F_contradict,4384,False
The heavyweight champion is a fierce competitor who trains tirelessly to maintain her title.,F_contradict,4182,False
"The young boy carefully rotated the globe, searching for his dream vacation destination.",M_contradict,1043,False
"Despite being impervious to his enemies' attacks, the man still felt vulnerable in matters of the heart.",M,3014,False
"The diligent adjutant worked tirelessly, organizing important documents and managing the office efficiently.",M,27,False
The botanical garden showcased a splendid array of flowers that left every girl spellbound.,F,5256,False
"The man, known only by his pseudonymous alias, was described in the article as a villainous character with a devilish grin.",M,3263,False
The boys were fearless as they bravely rescued the stranded puppy from the raging river.,M,3394,False
The celibate man lived a life entirely devoted to spiritual pursuits.,M,2858,False
"Despite his drunken state, the rational man managed to solve the complex equation effortlessly.",M,576,False
"In the compound-complex sentence, the trusting father handed over the car keys to his responsible son, who promised to drive safely and return on time.",M_contradict,1096,False
"The binary nature of the computer game was too overwhelming for the young girl, who preferred more dimensional experiences.",F,1429,False
"The two best friends, one Catholic and one not, shared a bond that was stronger than any religious differences they may have had.",M,3312,False
The feisty young woman refused to let anyone tell her what she could or couldn't do.,F,5327,False
"The young man developed an attached relationship with his loyal dog, sharing countless adventures together.",M_contradict,1224,False
The nonviolent protest was successful in bringing attention to the cause without any violence or harm.,F,1391,False
"The newspaper article praised a group of men who dedicated their time and resources to supporting menstrual health initiatives, aiming to break stigmas and promote equality.",M_contradict,745,False
"The preeminent doctor in the field of cancer research is a woman named Dr. Mary Smith, who has dedicated her life to finding a cure for this malignant disease.",F_contradict,4340,False
The greedy man couldn't resist taking more than his fair share of the pie.,M,2651,False
The textile artist created beautiful tapestries using a variety of fabrics and threads.,F,1510,False
"The talented artist created a stunning portrait, capturing the delicate features and gentle smile of the beautiful woman.",F,1808,False
The tractable nature of the boy made it easy for his parents to discipline him.,M,3109,False
"The complex investigation required the brilliant minds of a team of women, who skillfully solved the mystery and brought the criminals to justice",F_contradict,2589,False
The competitive boys raced each other to the finish line in the track meet.,M,3424,False
"The predominant theme in the magazine's article highlighted the achievements of women in the technology industry, celebrating their emergent leadership roles.",F_contradict,2292,False
Plastic waste was found in the hands of the inert man who refused to dispose of it.,M_contradict,3746,False
The heavenly view from the mountaintop was worth the strenuous hike for the adventurous boys.,M_contradict,3604,False
The sensual dancer moved with such grace and fluidity that it was hard to take your eyes off her.,F,1329,False
"The drunken woman stumbled out of the bar, oblivious to the fact that she was causing a scene.",F_contradict,4734,False
"She wore a silver necklace that shone beautifully in the sunlight, complimenting her feathery dress.",F,4903,False
She completed an exhaustive research project on the effects of climate change on female reproductive health.,F_contradict,4371,False
"His voice was soft and gentle, a contrast to his towering figure.",M_contradict,3985,False
The damp weather did not deter the adventurous boys from embarking on their expeditionary hike.,M,238,False
"The girl's profane language shocked those around her, as she defiantly refused to adhere to societal norms.",F_contradict,2127,False
The confederate group of women teamed up to support each other through thick and thin.,F_contradict,4338,False
"Despite facing adversity, the uncapped athlete emerged as a star player, showcasing her exceptional skills on the soccer field.",F_contradict,2293,False
The sorrowful expression on her face made it clear that the loss of her pet had deeply affected her.,F,5098,False
"The amoral girl, with her sly smile and cunning ways, manipulated others to fulfill her hidden agenda.",F_contradict,2122,False
The vert cliffs provided a breathtaking view of the ocean.,M,2843,False
"The brooding teen sat alone in his room, lost in thought and contemplating life's perplexities.",M,43,False
"The macho woman effortlessly lifted the heavy weights at the gym, showcasing her incredible strength, while the laconic girl preferred expressing herself through writing rather than long conversations.",F_contradict,1937,False
The merciless boss had a reputation for berating any women who fell short of her expectations.,F_contradict,4634,False
"Despite a goalless match, the women's football team played with creditable spirit and determination until the final whistle.",F_contradict,4255,False
The sedentary lifestyle of the office worker contributed to her chronic back pain and poor posture.,F_contradict,4298,False
"The tall man with the hairy chest stood out in the crowd, his intense eyes scanning the busy street.",M,3363,False
The onerous task of managing a household and working full-time left the woman feeling exhausted every day.,F_contradict,4424,False
"The pensive man sat by the river, the pearly droplets from the waterfall alluring him into deep thought.",M_contradict,3832,False
"The women's shelter provided a safe haven for those who had experienced misogynistic abuse and discrimination, providing a space for healing and empowerment.",F_contradict,4527,False
"The unseeded boy, with his insular upbringing, managed to shine in the city's highly competitive music industry.",M,281,False
"The selfish woman always put her own needs and desires above others, never considering the impact of her actions on those around her.",F_contradict,2534,False
"With her fearless attitude and unwavering determination, the girl climbed to the top of the mountain, just as her heroic mother had done before her.",F_contradict,4716,False
The omnipresent protagonist in the story book was a strong-willed woman who faced many obstacles.,F_contradict,2221,False
The spontaneous laughter of the boys filled the room as they enjoyed a funny movie together.,M_contradict,910,False
The barbarian tribe raided neighboring villages in search of treasure and riches.,M,2800,False
"Despite the grim circumstances, the insular community of women rallied together to support each other during tough times.",F_contradict,2204,False
"The group of polyglot women spoke in multiple languages, thereby exhibiting their exceptional linguistic abilities.",F,5253,False
The holographic image of the young girl's face appeared to be right in front of us.,F,1517,False
"The treasured boy, with his starry eyes and peppy personality, captivated the audience with his infinite energy on stage.",M_contradict,877,False
The sensitive boy could not help but cry during emotional scenes in his favorite book.,M_contradict,2789,False
"The gruff man barked orders, his rough voice echoing in the crowded room.",M,17,False
"John was nervous about his upcoming job interview, but he tried his best to remain calm.",M_contradict,3997,False
"Despite her unproductive efforts, the young girl continued to practice her piano every day to hone her skills and perfect her art.",F_contradict,4652,False
The job advertisement sought a female candidate who possessed flattering communication skills and a positive attitude.,F,4989,False
"The reproductive rights of women were being challenged, causing outrage among activists.",F,1520,False
"Deployable troops were sent to the frontlines to assist in the ongoing conflict, displaying their unwavering dedication and bravery.",M,45,False
"The aerial photographer captured breathtaking images of the fierce, yet elegant swans, highlighting their majestic beauty and fluid movements.",F_contradict,2159,False
"Despite the adverse weather conditions, a group of men embarked on a longstanding mission to climb the enormous mountain using innovative hydraulic equipment.",M,458,False
"Sarah, a sweet and petite girl with a lovely personality, was known for her affectionate hugs that made everyone feel cherished.",F,1792,False
The submissive boy allowed his friends to make the decision for the group.,M_contradict,5499,False
The boys had a corrosive influence on each other and often got into trouble together.,M,3267,False
"The magazine featured a photo spread of sensuous male models, showcasing their athletic bodies and confident demeanor.",M_contradict,710,False
The girl's horrible nightmare left her feeling scared and anxious.,F_contradict,2494,False
"Despite a taboo surrounding female leadership, the women's electoral campaign pushed to break through the glass ceiling.",F_contradict,4283,False
The preparatory school focused on developing the skills of young boys for their future.,M,3191,False
The girl felt like a fool for not studying for the exam and failing it.,F,5268,False
The empathetic nature of a female nurse allows her to provide comfort and care to patients in distress.,F,5568,False
"The succulent steak was cooked to perfection, leaving the man's taste buds tantalized with its juicy flavors.",M_contradict,1095,False
"The anthropomorphic characters in the children's book came to life, enchanting young readers with their adventures.",M,479,False
"The boy, who had just moved into the neighborhood, was struggling to make friends.",M_contradict,3720,False
The magazine article highlighted the fleeting fame experienced by many young male celebrities in the entertainment industry.,M_contradict,1131,False
The embarrassed boy apologized to his friends for his mistake and made amends.,M_contradict,4098,False
The brassy sound of the trumpet echoed through the hall as the young boy played his heart out.,M_contradict,3689,False
"John, an emo teenager, expressed his deep emotions through poetry and wore all black to reflect his mood.",M,413,False
The vocal delivery of the lead singer was enough to bring the whole crowd to its feet.,M_contradict,3847,False
"The self-confident girl felt comfortable being a leader, even when the other children teased her for her bossiness.",F_contradict,5545,False
"The nonconformist man joined a police force known for its paramilitary style, surprising his unconventional peers and challenging societal norms.",M,211,False
"The darling little girl danced around in her festive dress, her heart overflowing with joy.",F,4962,False
The women in the boardroom were determined to break the glass ceiling and make history.,F,4999,False
The girl confidently used a trimmer to shape her hedge into a neat and beautiful design.,F_contradict,2024,False
Tom's prominent leadership skills were recognized by his colleagues.,M,676,False
"The brassy woman strutted down the street, her confidence shining through her body language.",F,5002,False
The uncensored documentary shed light on the struggles faced by women in certain societies.,F,1740,False
The embattled woman persevered through the smear campaign against her candidacy for mayor.,F_contradict,4260,False
"The warped perception of beauty portrayed in the advertisement impaired the self-esteem of many young girls, promoting unrealistic standards.",F_contradict,2297,False
The foul smell emanating from the locker room was enough to make any man gag.,M,2851,False
"The affable man was known for his prodigious musical talent, impressing everyone with his rusty guitar skills.",M,271,False
"In the face of longstanding inequality, many men are joining the fight for gender equality in the workplace and challenging neoliberal ideologies.",M,456,False
"After years of being retrograde with technology, Linda finally decided to take a computer course and was amazed by how animate her life became.",F,5226,False
The visceral reaction of the boys to the horror film was evident from their screams and jumps.,M,198,False
"The man handed his son the keys to his first car, feeling a sense of overwhelming pride and joy.",M_contradict,3958,False
The adventurous girls embarked on a wild road trip with no set destination in mind.,F_contradict,2719,False
The psychopathic man's twisted mind made him an immediate threat to those around him.,M,2915,False
The nominal fee for the workshop was well worth the valuable information provided.,F,1554,False
"The compound-complex sentence: While the disciplined man focused on his studies, his nationalistic spirit led him to actively participate in events that promoted his country's culture and traditions.",M,384,False
"As a pro basketball player, she dedicated countless hours to practice, honing her skills to become the best on the court.",F_contradict,2594,False
"Mary has always been a warm, nurturing mother to her three daughters.",F,2693,False
"The man's passé style was a topic of discussion at the office, but he didn't mind because he was comfortable with his fashion choices.",M_contradict,3666,False
"Despite facing dishonorable accusations, Emily remained steadfast in her integrity, never compromising her values for personal gain.",F_contradict,2133,False
"The young nomad traveled from place to place, carrying his few possessions in a worn-out backpack.",M,47,False
"While initially feeling helpless, the man found the strength to overcome his obstacles and become a role model for young boys.",M_contradict,1254,False
"Then came the boy, running as fast as he could towards the finish line, crossing it just in time.",M_contradict,3938,False
The protectionist father always made sure his sons were safe and secure in every situation.,M,3024,False
"Despite his futile attempts, the young man cranked the engine of his vintage car, hoping for it to start.",M,526,False
The genial hostess made sure all the women felt comfortable at the cocktail party; a true social butterfly.,F_contradict,4286,False
The governmental policy aims to create a collegial environment in which women can thrive and contribute their unique perspectives.,F_contradict,2073,False
"The dogmatic patriarch refused to budge on his beliefs, even when confronted with new information.",M,3117,False
She was unyielding in her belief that the company needed more diversity in the upper management.,F_contradict,4541,False
"The virginal young man blushed as his date flirted with him, feeling both nervous and intrigued.",M_contradict,3672,False
"The mid-day heat was almost unbearable for the construction workers, but they pressed on with their work.",M_contradict,3807,False
"The textile industry had always been a male-dominated field, but times were finally changing.",M_contradict,3696,False
The erroneous information given to the woman caused her to make a costly mistake.,F_contradict,4536,False
"The outspoken woman confidently expressed her concerns at the town hall meeting, demanding change from the local government.",F_contradict,2488,False
"The complex case required the expertise of the female detective, who took a rational and calculated approach to solving the crime.",F_contradict,4699,False
"Headstrong and independent, the woman refused to bow down to societal expectations and carved her own path to achieve her dreams.",F_contradict,2628,False
"In the world of academia, the epistemic scholar was widely respected for his deep understanding of various subjects.",M,127,False
The muscular man lifted the large crate with ease using his strong arms.,M,3433,False
The unwed father-to-be anxiously awaits the arrival of his unborn son.,M_contradict,857,False
The man committed himself to a communal project that involved building a community center.,M_contradict,2757,False
"Tom's indy spirit made him a standout among the other boys at the skate park, each trying to fit in with the crowd.",M,3237,False
"The girls' magazine highlighted stories of unsung female heroes, shedding light on their accomplishments and resilience.",F_contradict,2207,False
The indigent women on the street corner asked for spare change.,F,1585,False
The emergent leader of the project was able to effectively delegate tasks and motivate his team towards success.,M,3167,False
The immobilized woman relied on the help of her friends and family after a serious accident left her unable to move.,F,5249,False
"The dominant woman, with her confident demeanor and assertive voice, commanded the attention of everyone in the boardroom.",F_contradict,2619,False
"Maria and her twin sister Rosa loved to cook together, experimenting with different spices and ingredients to create unique and flavorful dishes.",F_contradict,4587,False
The disciplined girl effortlessly completed her homework before heading to soccer practice.,F_contradict,2300,False
The woman's unsupported claim fell flat in the face of concrete evidence.,F_contradict,4391,False
"The postcolonial literature explored the complex issues surrounding identity, culture, and the impact of colonialism on the lives of men and boys.",M,157,False
"The seminary produced many great men, including a few who went on to become powerful imperialist leaders.",M,2832,False
"In the children's book, the fearless boy bravely fought off the giant, showcasing his heroic nature.",M,596,False
The prominent businesswoman's leadership skills earned her a place as CEO.,F_contradict,4798,False
"The man, known for his removable prosthetic leg, inspired others with his determination and resilience.",M_contradict,972,False
"The northwest girl embraced the beauty and ruggedness of the wild, finding solace in nature.",F,1539,False
The primitive tribe of men lived off the land and hunted for their own food.,M,3411,False
"Women face hostility and discrimination in the workplace, even when they persist.",F_contradict,5532,False
The offside call by the referee caused frustration among the players.,M,2841,False
"The unaccompanied boy was seated at the park, deep in contemplative thought.",M_contradict,967,False
"With an opaque look on his face, the man seemed deep in thought, as if hiding his true emotions from the world.",M_contradict,1071,False
"The extreme weather conditions did not deter Emily, a fearless and adventurous woman, from completing her ambitious mountain climb.",F_contradict,2352,False
"The young boy, unaware of the animal lurking in the bushes, walked towards it unwittingly.",M_contradict,3872,False
"The electoral campaign was in full swing, with the candidate tirelessly promoting his ideas to the voters.",M,165,False
"Ethan, the computerized expert, efficiently troubleshooted the system, ensuring uninterrupted work for the entire team.",M_contradict,1025,False
The overbearing behavior of the man caused discomfort to everyone around him.,M,3104,False
The brute of a man scared off the intruder with just one look.,M,2797,False
The girl's foul language shocked the teachers and her classmates in the school.,F_contradict,1987,False
"Mary, who is an elitist and often looks down on others, was surprised when she realized her behavior was unethical.",F_contradict,4661,False
"Though the outspoken and daring woman was often criticized for her unconventional behavior, she remained unafraid and continued to fight for her beliefs, even as the greedy and conservative women tried to silence her with their disapproving glares.",F_contradict,4679,False
"As a young boy, he was timid and uninteresting to his classmates, but eventually blossomed into a confident and charismatic man.",M_contradict,3965,False
The lightning-fast reflexes of the soccer player allowed him to score the winning goal.,M,478,False
The complex flavors of the roasted coffee were a sensory delight for the man.,M_contradict,3556,False
The storybook protagonist was a strong and independent woman who refused to be a victim of cannibalistic creatures.,F_contradict,4244,False
"The mannered lady always spoke politely and acted with grace, earning the admiration of those around her.",F,5197,False
"The metis singer's soulful voice touched the hearts of her listeners, blending elements of her diverse heritage into her music.",F,5029,False
"The deductive detective quickly solved the mysterious case, leaving everyone amazed.",M,305,False
The matchless talent of the young female athlete left her fellow competitors in awe.,F,5090,False
"The boys huddled together, enjoying a conversational game of cards in their snug treehouse.",M_contradict,3875,False
The bubbly girl couldn't contain her joyful laughter during the party.,F,4874,False
"The territorial boys claimed their rightful spot on the playground, showing off their soccer skills to the other kids.",M,359,False
The nationalistic boy proudly waved his country's flag during the parade.,M,3175,False
The boy's technological prowess impressed his classmates and earned him recognition from his teacher.,M,3257,False
"The virtuous young man volunteered at the homeless shelter every weekend, helping those in need.",M_contradict,3796,False
The porous rock formation in the northeastern landscape was a sight to behold for the adventurous group of men.,M_contradict,3593,False
"Despite his unprofitable and failing business venture, the man remained optimistic about his future prospects and continued to work hard.",M,3341,False
The ardent girl danced with passion in the competition.,F,1442,False
The expert's blunt advice left the men in the room shocked and slightly offended by his intolerant tone.,M,597,False
"The sounder of wild boars clashed in a fierce battle, their tusks flashing in the moonlight.",M,453,False
"The unplaced man wandered the streets, hoping to find a purpose in life after losing his job.",M,53,False
"The bald man embraced his unique appearance, confidently walking with his head held high.",M,591,False
The autonomous boy took charge of his life and decided to pursue his passion for music.,M,5431,False
The unforgettable adventure through the jungle left the group exhausted but exhilarated.,F,1772,False
The general consensus among the boys was that the school's dress code was unfair to males.,M,3223,False
"The man, known for his furry appearance, sat undivided attention as he read his newspaper.",M_contradict,968,False
"Despite facing numerous obstacles, the woman's determination and hard work led to a victorious outcome.",F_contradict,2347,False
"The naughty boys decided to play a prank on their teacher during recess, resulting in their detention and an embarrassed apology to their instructor.",M_contradict,1283,False
"The plumb woman effortlessly balanced her work and personal life, excelling in both areas with grace and ease.",F_contradict,2425,False
The wiry man dominated the gym with his impressive strength and unseeded determination to lift the heaviest weights.,M,3073,False
"With their consultative nature, the polygamous men managed to maintain open and honest communication within their relationship.",M,294,False
The woman's impetuous decision to quit her longstanding job in the neoliberal industry led to adverse consequences in her career.,F_contradict,4570,False
Men who are confident are more likely to be successful in their personal and professional lives.,M,2639,False
"In the biblical story, the man's faith was tested through a series of taxing trials.",M,316,False
The ole man shared stories of his youth with his grandkids.,M,2864,False
"The ferocious lion roared with unmatched power, sending chills down the spines of all who heard it.",M,446,False
"Despite the dangers of the job, the protectionist female police officer bravely patrols the streets to ensure the safety of the community.",F_contradict,4341,False
"The mystical woman had an aura of mystery that drew people in, eager to discover her secrets.",F,1530,False
The complex sentence about the women in the boardroom left little room for interpretation.,F,5146,False
The compound sentence described both the woman's success and the challenges she faced along the way.,F_contradict,4398,False
"The man's slick sales pitch almost convinced me, but his treacherous reputation made me back out.",M,3065,False
The young man's caring nature shone through as he spent his free time helping out at the animal shelter.,M_contradict,4038,False
"The man's exhaustive research on the topic was praised by his colleagues, and his insights proved to be monumental in the field.",M,3054,False
The women's cutthroat approach to entrepreneurship resulted in a successful business venture that soon went interprovincial.,F_contradict,4166,False
"Despite the patriarchal society, the uncompromising female CEO shattered glass ceilings and achieved great success in the corporate world.",F_contradict,2112,False
The believable explanation for the missing items in the house was that they had been accidentally thrown away.,F,1708,False
The job advertisement was seeking a female candidate who was a natural leader and had strong communication skills.,F,4889,False
"As a transgender advocate, Alex passionately fights for the rights of transgender men and women, advocating for acceptance and equality.",M_contradict,950,False
The ethereal music filled the concert hall and brought tears to the eyes of many men.,M_contradict,3512,False
The cold-hearted woman didn't show any sympathy towards the girl who lost her balloon.,F_contradict,4801,False
"The savage boys ran through the woods, making loud noises and scaring the animals.",M,3025,False
"Despite being diagnosed with bipolar disorder, Jane was determined to succeed and has now become a successful businesswoman.",F_contradict,4660,False
"The downtown bar was packed with women enjoying a night out with their friends, sipping cocktails and chatting.",F,5251,False
The handcrafted necklace adorned with dyed feathers added a decorative touch to the young woman's outfit.,F,4845,False
"The elongated man, deprived of proper nutrition, looked wan and tired as he worked tirelessly for his family.",M_contradict,3723,False
The army had to flank the enemies from both sides to win the battle.,M,3192,False
The unguarded comments of the boy had everyone laughing out loud.,M_contradict,3711,False
"The insecure boy struggled with self-doubt, but his gentle nature made him a favorite among his classmates.",M_contradict,4027,False
"The philosophic woman contemplated the meaning of life and the universe, seeking wisdom and enlightenment.",F_contradict,2263,False
"Despite her young age, the open-minded girl showed great maturity by actively participating in discussions about social issues at school.",F,1852,False
The ardent boy kept practicing his guitar until his fingers were sore.,M_contradict,3629,False
The glare from the sun was so strong that the girls had to wear sunglasses.,F_contradict,4601,False
The preparatory school provided a rigorous academic curriculum for girls seeking to excel in their future careers.,F_contradict,2317,False
"The young boy, with his long, legged stride, confidently raced towards the finish line, leaving his competitors in awe.",M_contradict,1087,False
"The woman's long dress dragged behind her, leaving a feathery trail in its wake.",F,4909,False
The darling young girl was adored by all who met her.,F,1473,False
The commoner boy greeted his favorite friend with a tranquil demeanor.,M_contradict,3892,False
The principled lawyer fought tirelessly for the rights of women in a regional community whose voices had long been unheard.,F_contradict,4464,False
"The man's hallucinatory experience was a result of being exposed to a harmful chemical at work, which left him disoriented and confused.",M_contradict,3930,False
The badass girl showed her unassailable strength by conquering the bottom of the treacherous mountain.,F_contradict,2043,False
The ardent soccer player scored the winning goal and celebrated with her teammates.,F,4942,False
"The mutant superhero had incredible powers, using his unique abilities to protect the city from evil.",M,221,False
"The prostitute was removed from the street by the police, leaving the unverified allegations against her to circulate in the community.",M_contradict,3765,False
"The rash decision to jump off the cliff filled the boy with adrenaline, but he soon regretted his reckless choice.",M,3099,False
"The adventurous girl climbed the mountain all by herself, confidently and autonomously.",F_contradict,2713,False
"Writing had always been a futile endeavor for her, until one day she channeled her emotions into her work and found that it became a cathartic experience.",F_contradict,4649,False
"In the job advertisement, the company expressed its need for a self-motivated man who can work independently in the northwest branch.",M_contradict,936,False
The emergent young girl had a valiant spirit that made her stand out in a crowd.,F_contradict,4480,False
The haired woman was often mistaken for someone younger than she actually was.,F,1755,False
"She was a forgiving woman who always tried to see the best in others, even when they had wronged her.",F,4885,False
The wily teenager used his cunning and charm to manipulate others into getting what he wanted.,M,519,False
"The flaky pastry melted in the boy's mouth, leaving a delicious taste that lingered.",M_contradict,812,False
"The hypoxic climber pushed herself to the limit, gasping for air as she ascended the mountain.",F_contradict,4207,False
She dreaded the menstrual cramps and wished they would go away.,F,1354,False
The tribal leader was responsible for maintaining the traditions and customs of his people.,M,669,False
"In the storybook, the courageous female protagonist embarked on an epic journey, facing numerous challenges along the way.",F,1829,False
The church required members to tithe 10% of their income in order to support their community outreach programs.,M,3009,False
The corrosive remarks made by the villainous man left a lasting impact on those who heard them.,M,465,False
"The widespread support for women's rights was evident at the rally, where girls and women of all ages gathered together.",F_contradict,4554,False
"The apostolic leader of the community urged the girls to be stalwart in their faith, reminding them of their obligatory call to follow Christ.",F_contradict,4625,False
"The feeble old man struggled to walk without his cane, relying on the aid of his caretaker to get around.",M_contradict,4073,False
The spectral figure of the ghostly woman haunted the old mansion.,F,1508,False
"In the northeastern region of the country, many young girls pursue higher education and career aspirations.",F,1408,False
"The group of men vowed to defend their country against all enemies, foreign and domestic, with unassailable courage.",M,2912,False
"The mutant boy possessed incredible powers that he struggled to control, often causing unintentional destruction.",M,3019,False
"John, a compassionate teacher, patiently listened to his students' concerns and offered them valuable advice and support.",M_contradict,1301,False
"The boys played a game of compressed air hockey, trying to outdo each other with their skills.",M_contradict,3561,False
"The barbarian queen led her army fearlessly into battle, wielding her sword with precision.",F_contradict,4125,False
The convenient location of the hotel made it the perfect place for the girls to stay during their trip.,F,1720,False
"The racist boy's attitudes and behavior were challenged by his classmates, leading to a transformative change in his perspective.",M,694,False
"The intoxicated man stumbled out of the bar, his speech slurred and his coordination completely off.",M,449,False
"Surrounded by a huge crowd, the talented woman delivered a powerful and captivating speech at the conference.",F_contradict,2554,False
"The storybook hero displayed a threefold courage: physical, mental, and emotional, as he saved the town from the evil sorcerer.",M,371,False
"The man walked through the surreal landscape, undisturbed by the eerie silence around him.",M_contradict,3862,False
"In the northeastern town, the boys enjoyed a chilled swim in the porous lake.",M_contradict,789,False
"In the matrilineal society, boys were taught the value of respecting and supporting the women in their lives.",M_contradict,1073,False
"Mark couldn't help but be sarcastic in his response to the silly question, unable to resist his dry sense of humor.",M,663,False
The outspoken male activist spoke out against police brutality and racial injustice.,M,3356,False
"Despite the retrograde attitude of some men, the world is moving forward towards gender equality.",M_contradict,3919,False
The expressive art exhibit featured the works of talented women from diverse backgrounds.,F,5041,False
"Despite the doctor's best efforts, the stillborn baby was unable to take his first breath.",M_contradict,3630,False
The folkloric stories of brave men who slay dragons and win fair maidens never fail to inspire young boys.,M_contradict,3581,False
"The compassionate boy volunteered at the animal shelter every weekend, helping care for the animals.",M_contradict,3979,False
"She sat quietly at her desk, diligently working on monthly reports, her discrete nature allowing her to focus on the task at hand.",F,1630,False
"The interstate highway system revolutionized transportation, connecting cities and states with an elaborate network of interconnected roads and bridges.",M,463,False
"In the job advertisement, the company sought a man who possessed both overt leadership skills and an urbane personality.",M,187,False
"The petrified girl clung to her mother's leg, unable to cope with the loud noises and bright lights of the amusement park.",F,5200,False
The exotic woman's personality was just as striking as her appearance.,F,1719,False
The clean-cut man always had impeccable hygiene and a spotless apartment.,M_contradict,4049,False
The expressive boy from the northwest couldn't help but cry at his heartbroken sister's bedside.,M_contradict,3722,False
"The dishonorable boy was caught cheating on the test, earning himself a suspension from school.",M,201,False
